task	model	srho_mean	srho_sd	srho_min	2021_dataset	2022_dataset	dim_red	n_modalities	feature_set
task_41	lasso	0.33	0.048	0.296	0.364	0.296	none	7	pbmc_gene_expression+plasma_ab_titer+plasma_cytokine_concentration_by_legendplex+t_cell_activation+t_cell_polarization+metadata+baseline
task_41	rf	-0.031	0.18	-0.158	-0.158	0.096	none	7	pbmc_gene_expression+plasma_ab_titer+plasma_cytokine_concentration_by_legendplex+t_cell_activation+t_cell_polarization+metadata+baseline
task_41	elnet	0.337	0.014	0.328	0.328	0.347	none	6	pbmc_gene_expression+plasma_ab_titer+plasma_cytokine_concentration_by_legendplex+t_cell_polarization+metadata+baseline
task_41	lasso	0.301	0.039	0.274	0.329	0.274	none	6	pbmc_gene_expression+plasma_ab_titer+plasma_cytokine_concentration_by_legendplex+t_cell_polarization+metadata+baseline
task_41	rf	-0.038	0.02	-0.052	-0.052	-0.024	none	6	pbmc_gene_expression+plasma_ab_titer+plasma_cytokine_concentration_by_legendplex+t_cell_polarization+metadata+baseline
task_41	elnet	0.365	0.028	0.346	0.346	0.385	none	5	pbmc_gene_expression+plasma_ab_titer+plasma_cytokine_concentration_by_olink+metadata+baseline
task_41	lasso	0.224	0.132	0.131	0.131	0.318	none	5	pbmc_gene_expression+plasma_ab_titer+plasma_cytokine_concentration_by_olink+metadata+baseline
task_41	rf	-0.012	0.02	-0.026	0.002	-0.026	none	5	pbmc_gene_expression+plasma_ab_titer+plasma_cytokine_concentration_by_olink+metadata+baseline
task_41	elnet	0.348	0.003	0.346	0.346	0.35	none	6	pbmc_gene_expression+plasma_ab_titer+plasma_cytokine_concentration_by_olink+t_cell_activation+metadata+baseline
task_41	lasso	0.224	0.132	0.131	0.131	0.318	none	6	pbmc_gene_expression+plasma_ab_titer+plasma_cytokine_concentration_by_olink+t_cell_activation+metadata+baseline
task_41	rf	0.009	0.216	-0.144	-0.144	0.162	none	6	pbmc_gene_expression+plasma_ab_titer+plasma_cytokine_concentration_by_olink+t_cell_activation+metadata+baseline
task_41	elnet	0.323	0.016	0.312	0.335	0.312	none	7	pbmc_gene_expression+plasma_ab_titer+plasma_cytokine_concentration_by_olink+t_cell_activation+t_cell_polarization+metadata+baseline
task_41	lasso	0.218	0.155	0.109	0.328	0.109	none	7	pbmc_gene_expression+plasma_ab_titer+plasma_cytokine_concentration_by_olink+t_cell_activation+t_cell_polarization+metadata+baseline
task_41	rf	0.013	0.38	-0.256	0.282	-0.256	none	7	pbmc_gene_expression+plasma_ab_titer+plasma_cytokine_concentration_by_olink+t_cell_activation+t_cell_polarization+metadata+baseline
task_41	elnet	0.323	0.016	0.312	0.335	0.312	none	6	pbmc_gene_expression+plasma_ab_titer+plasma_cytokine_concentration_by_olink+t_cell_polarization+metadata+baseline
task_41	lasso	0.264	0.09	0.2	0.328	0.2	none	6	pbmc_gene_expression+plasma_ab_titer+plasma_cytokine_concentration_by_olink+t_cell_polarization+metadata+baseline
task_41	rf	0.03	0.426	-0.271	0.332	-0.271	none	6	pbmc_gene_expression+plasma_ab_titer+plasma_cytokine_concentration_by_olink+t_cell_polarization+metadata+baseline
task_41	elnet	0.342	0.011	0.335	0.335	0.35	none	5	pbmc_gene_expression+plasma_ab_titer+t_cell_activation+metadata+baseline
task_41	lasso	0.323	0.007	0.318	0.328	0.318	none	5	pbmc_gene_expression+plasma_ab_titer+t_cell_activation+metadata+baseline
task_41	rf	-0.078	0.41	-0.368	0.212	-0.368	none	5	pbmc_gene_expression+plasma_ab_titer+t_cell_activation+metadata+baseline
task_41	elnet	0.323	0.016	0.312	0.335	0.312	none	6	pbmc_gene_expression+plasma_ab_titer+t_cell_activation+t_cell_polarization+metadata+baseline
task_41	lasso	0.218	0.155	0.109	0.328	0.109	none	6	pbmc_gene_expression+plasma_ab_titer+t_cell_activation+t_cell_polarization+metadata+baseline
task_41	rf	0.084	0.289	-0.121	0.289	-0.121	none	6	pbmc_gene_expression+plasma_ab_titer+t_cell_activation+t_cell_polarization+metadata+baseline
task_41	elnet	0.323	0.016	0.312	0.335	0.312	none	5	pbmc_gene_expression+plasma_ab_titer+t_cell_polarization+metadata+baseline
task_41	lasso	0.257	0.101	0.185	0.328	0.185	none	5	pbmc_gene_expression+plasma_ab_titer+t_cell_polarization+metadata+baseline
task_41	rf	-0.038	0.137	-0.134	-0.134	0.059	none	5	pbmc_gene_expression+plasma_ab_titer+t_cell_polarization+metadata+baseline
task_41	elnet	0.536	0.285	0.335	0.335	0.737	none	4	pbmc_gene_expression+plasma_cytokine_concentration_by_legendplex+metadata+baseline
task_41	lasso	0.533	0.29	0.328	0.328	0.737	none	4	pbmc_gene_expression+plasma_cytokine_concentration_by_legendplex+metadata+baseline
task_41	rf	0.119	0.368	-0.141	0.379	-0.141	none	4	pbmc_gene_expression+plasma_cytokine_concentration_by_legendplex+metadata+baseline
task_41	elnet	0.536	0.285	0.335	0.335	0.737	none	5	pbmc_gene_expression+plasma_cytokine_concentration_by_legendplex+plasma_cytokine_concentration_by_olink+metadata+baseline
task_41	lasso	0.533	0.29	0.328	0.328	0.737	none	5	pbmc_gene_expression+plasma_cytokine_concentration_by_legendplex+plasma_cytokine_concentration_by_olink+metadata+baseline
task_41	rf	-0.048	0.328	-0.279	0.184	-0.279	none	5	pbmc_gene_expression+plasma_cytokine_concentration_by_legendplex+plasma_cytokine_concentration_by_olink+metadata+baseline
task_41	elnet	0.64	0.263	0.454	0.454	0.826	none	6	pbmc_gene_expression+plasma_cytokine_concentration_by_legendplex+plasma_cytokine_concentration_by_olink+t_cell_activation+metadata+baseline
task_41	lasso	0.596	0.325	0.366	0.366	0.826	none	6	pbmc_gene_expression+plasma_cytokine_concentration_by_legendplex+plasma_cytokine_concentration_by_olink+t_cell_activation+metadata+baseline
task_41	rf	0.154	0.192	0.018	0.29	0.018	none	6	pbmc_gene_expression+plasma_cytokine_concentration_by_legendplex+plasma_cytokine_concentration_by_olink+t_cell_activation+metadata+baseline
task_41	elnet	0.498	0.028	0.478	0.478	0.518	none	7	pbmc_gene_expression+plasma_cytokine_concentration_by_legendplex+plasma_cytokine_concentration_by_olink+t_cell_activation+t_cell_polarization+metadata+baseline
task_41	lasso	0.247	0.168	0.129	0.366	0.129	none	7	pbmc_gene_expression+plasma_cytokine_concentration_by_legendplex+plasma_cytokine_concentration_by_olink+t_cell_activation+t_cell_polarization+metadata+baseline
task_41	rf	0.062	0.062	0.018	0.106	0.018	none	7	pbmc_gene_expression+plasma_cytokine_concentration_by_legendplex+plasma_cytokine_concentration_by_olink+t_cell_activation+t_cell_polarization+metadata+baseline
task_41	elnet	0.43	0.135	0.335	0.335	0.525	none	6	pbmc_gene_expression+plasma_cytokine_concentration_by_legendplex+plasma_cytokine_concentration_by_olink+t_cell_polarization+metadata+baseline
task_41	lasso	0.261	0.094	0.195	0.328	0.195	none	6	pbmc_gene_expression+plasma_cytokine_concentration_by_legendplex+plasma_cytokine_concentration_by_olink+t_cell_polarization+metadata+baseline
task_41	rf	0.114	0.107	0.038	0.19	0.038	none	6	pbmc_gene_expression+plasma_cytokine_concentration_by_legendplex+plasma_cytokine_concentration_by_olink+t_cell_polarization+metadata+baseline
task_41	elnet	0.694	0.186	0.562	0.562	0.826	none	5	pbmc_gene_expression+plasma_cytokine_concentration_by_legendplex+t_cell_activation+metadata+baseline
task_41	lasso	0.596	0.325	0.366	0.366	0.826	none	5	pbmc_gene_expression+plasma_cytokine_concentration_by_legendplex+t_cell_activation+metadata+baseline
task_41	rf	0.132	0.499	-0.221	0.485	-0.221	none	5	pbmc_gene_expression+plasma_cytokine_concentration_by_legendplex+t_cell_activation+metadata+baseline
task_41	elnet	0.54	0.031	0.518	0.562	0.518	none	6	pbmc_gene_expression+plasma_cytokine_concentration_by_legendplex+t_cell_activation+t_cell_polarization+metadata+baseline
task_41	lasso	0.247	0.168	0.129	0.366	0.129	none	6	pbmc_gene_expression+plasma_cytokine_concentration_by_legendplex+t_cell_activation+t_cell_polarization+metadata+baseline
task_41	rf	-0.025	0.182	-0.154	0.103	-0.154	none	6	pbmc_gene_expression+plasma_cytokine_concentration_by_legendplex+t_cell_activation+t_cell_polarization+metadata+baseline
task_41	elnet	0.43	0.135	0.335	0.335	0.525	none	5	pbmc_gene_expression+plasma_cytokine_concentration_by_legendplex+t_cell_polarization+metadata+baseline
task_41	lasso	0.261	0.094	0.195	0.328	0.195	none	5	pbmc_gene_expression+plasma_cytokine_concentration_by_legendplex+t_cell_polarization+metadata+baseline
task_41	rf	0.129	0.229	-0.032	0.291	-0.032	none	5	pbmc_gene_expression+plasma_cytokine_concentration_by_legendplex+t_cell_polarization+metadata+baseline
task_41	elnet	0.536	0.285	0.335	0.335	0.737	none	4	pbmc_gene_expression+plasma_cytokine_concentration_by_olink+metadata+baseline
task_41	lasso	0.533	0.29	0.328	0.328	0.737	none	4	pbmc_gene_expression+plasma_cytokine_concentration_by_olink+metadata+baseline
task_41	rf	0.102	0.224	-0.056	0.261	-0.056	none	4	pbmc_gene_expression+plasma_cytokine_concentration_by_olink+metadata+baseline
task_41	elnet	0.536	0.285	0.335	0.335	0.737	none	5	pbmc_gene_expression+plasma_cytokine_concentration_by_olink+t_cell_activation+metadata+baseline
task_41	lasso	0.533	0.29	0.328	0.328	0.737	none	5	pbmc_gene_expression+plasma_cytokine_concentration_by_olink+t_cell_activation+metadata+baseline
task_41	rf	-0.033	0.149	-0.138	0.072	-0.138	none	5	pbmc_gene_expression+plasma_cytokine_concentration_by_olink+t_cell_activation+metadata+baseline
task_41	elnet	0.43	0.135	0.335	0.335	0.525	none	6	pbmc_gene_expression+plasma_cytokine_concentration_by_olink+t_cell_activation+t_cell_polarization+metadata+baseline
task_41	lasso	0.261	0.094	0.195	0.328	0.195	none	6	pbmc_gene_expression+plasma_cytokine_concentration_by_olink+t_cell_activation+t_cell_polarization+metadata+baseline
task_41	rf	0.231	0.082	0.174	0.289	0.174	none	6	pbmc_gene_expression+plasma_cytokine_concentration_by_olink+t_cell_activation+t_cell_polarization+metadata+baseline
task_41	elnet	0.43	0.135	0.335	0.335	0.525	none	5	pbmc_gene_expression+plasma_cytokine_concentration_by_olink+t_cell_polarization+metadata+baseline
task_41	lasso	0.261	0.094	0.195	0.328	0.195	none	5	pbmc_gene_expression+plasma_cytokine_concentration_by_olink+t_cell_polarization+metadata+baseline
task_41	rf	0.217	0.183	0.088	0.347	0.088	none	5	pbmc_gene_expression+plasma_cytokine_concentration_by_olink+t_cell_polarization+metadata+baseline
task_41	elnet	0.536	0.285	0.335	0.335	0.737	none	4	pbmc_gene_expression+t_cell_activation+metadata+baseline
task_41	lasso	0.533	0.29	0.328	0.328	0.737	none	4	pbmc_gene_expression+t_cell_activation+metadata+baseline
task_41	rf	-0.045	0.165	-0.162	0.071	-0.162	none	4	pbmc_gene_expression+t_cell_activation+metadata+baseline
task_41	elnet	0.43	0.135	0.335	0.335	0.525	none	5	pbmc_gene_expression+t_cell_activation+t_cell_polarization+metadata+baseline
task_41	lasso	0.261	0.094	0.195	0.328	0.195	none	5	pbmc_gene_expression+t_cell_activation+t_cell_polarization+metadata+baseline
task_41	rf	-0.053	0.241	-0.224	0.117	-0.224	none	5	pbmc_gene_expression+t_cell_activation+t_cell_polarization+metadata+baseline
task_41	elnet	0.43	0.135	0.335	0.335	0.525	none	4	pbmc_gene_expression+t_cell_polarization+metadata+baseline
task_41	lasso	0.261	0.094	0.195	0.328	0.195	none	4	pbmc_gene_expression+t_cell_polarization+metadata+baseline
task_41	rf	-0.067	0.122	-0.153	0.02	-0.153	none	4	pbmc_gene_expression+t_cell_polarization+metadata+baseline
task_41	elnet	0.565	0.004	0.562	0.562	0.568	pca	3	pbmc_gene_expression_pca+metadata+baseline
task_41	lasso	0.598	0.086	0.537	0.537	0.659	pca	3	pbmc_gene_expression_pca+metadata+baseline
task_41	rf	0.172	0.131	0.079	0.079	0.265	pca	3	pbmc_gene_expression_pca+metadata+baseline
task_41	elnet	0.561	0.042	0.532	0.532	0.591	pca	4	pbmc_gene_expression_pca+plasma_ab_titer_pca+metadata+baseline
task_41	lasso	0.523	0.036	0.497	0.548	0.497	pca	4	pbmc_gene_expression_pca+plasma_ab_titer_pca+metadata+baseline
task_41	rf	0.07	0.198	-0.071	0.21	-0.071	pca	4	pbmc_gene_expression_pca+plasma_ab_titer_pca+metadata+baseline
task_41	elnet	0.57	0.017	0.558	0.558	0.582	pca	5	pbmc_gene_expression_pca+plasma_ab_titer_pca+plasma_cytokine_concentration_by_legendplex_pca+metadata+baseline
task_41	lasso	0.583	0.036	0.558	0.558	0.609	pca	5	pbmc_gene_expression_pca+plasma_ab_titer_pca+plasma_cytokine_concentration_by_legendplex_pca+metadata+baseline
task_41	rf	0.08	0.109	0.003	0.158	0.003	pca	5	pbmc_gene_expression_pca+plasma_ab_titer_pca+plasma_cytokine_concentration_by_legendplex_pca+metadata+baseline
task_41	elnet	0.542	0.022	0.526	0.558	0.526	pca	6	pbmc_gene_expression_pca+plasma_ab_titer_pca+plasma_cytokine_concentration_by_legendplex_pca+plasma_cytokine_concentration_by_olink_pca+metadata+baseline
task_41	lasso	0.577	0.028	0.558	0.558	0.597	pca	6	pbmc_gene_expression_pca+plasma_ab_titer_pca+plasma_cytokine_concentration_by_legendplex_pca+plasma_cytokine_concentration_by_olink_pca+metadata+baseline
task_41	rf	0.049	0.093	-0.017	-0.017	0.115	pca	6	pbmc_gene_expression_pca+plasma_ab_titer_pca+plasma_cytokine_concentration_by_legendplex_pca+plasma_cytokine_concentration_by_olink_pca+metadata+baseline
task_41	elnet	0.602	0.063	0.558	0.558	0.646	pca	7	pbmc_gene_expression_pca+plasma_ab_titer_pca+plasma_cytokine_concentration_by_legendplex_pca+plasma_cytokine_concentration_by_olink_pca+t_cell_activation_pca+metadata+baseline
task_41	lasso	0.55	0.01	0.543	0.558	0.543	pca	7	pbmc_gene_expression_pca+plasma_ab_titer_pca+plasma_cytokine_concentration_by_legendplex_pca+plasma_cytokine_concentration_by_olink_pca+t_cell_activation_pca+metadata+baseline
task_41	rf	0.103	0.206	-0.043	0.248	-0.043	pca	7	pbmc_gene_expression_pca+plasma_ab_titer_pca+plasma_cytokine_concentration_by_legendplex_pca+plasma_cytokine_concentration_by_olink_pca+t_cell_activation_pca+metadata+baseline
task_41	elnet	0.57	0.017	0.558	0.558	0.582	pca	8	pbmc_gene_expression_pca+plasma_ab_titer_pca+plasma_cytokine_concentration_by_legendplex_pca+plasma_cytokine_concentration_by_olink_pca+t_cell_activation_pca+t_cell_polarization_pca+metadata+baseline
task_41	lasso	0.597	0.055	0.558	0.558	0.636	pca	8	pbmc_gene_expression_pca+plasma_ab_titer_pca+plasma_cytokine_concentration_by_legendplex_pca+plasma_cytokine_concentration_by_olink_pca+t_cell_activation_pca+t_cell_polarization_pca+metadata+baseline
task_41	rf	-0.075	0.257	-0.257	0.107	-0.257	pca	8	pbmc_gene_expression_pca+plasma_ab_titer_pca+plasma_cytokine_concentration_by_legendplex_pca+plasma_cytokine_concentration_by_olink_pca+t_cell_activation_pca+t_cell_polarization_pca+metadata+baseline
task_41	elnet	0.571	0.02	0.558	0.558	0.585	pca	7	pbmc_gene_expression_pca+plasma_ab_titer_pca+plasma_cytokine_concentration_by_legendplex_pca+plasma_cytokine_concentration_by_olink_pca+t_cell_polarization_pca+metadata+baseline
task_41	lasso	0.585	0.038	0.558	0.558	0.612	pca	7	pbmc_gene_expression_pca+plasma_ab_titer_pca+plasma_cytokine_concentration_by_legendplex_pca+plasma_cytokine_concentration_by_olink_pca+t_cell_polarization_pca+metadata+baseline
task_41	rf	0.138	0.074	0.085	0.19	0.085	pca	7	pbmc_gene_expression_pca+plasma_ab_titer_pca+plasma_cytokine_concentration_by_legendplex_pca+plasma_cytokine_concentration_by_olink_pca+t_cell_polarization_pca+metadata+baseline
task_41	elnet	0.57	0.017	0.558	0.558	0.582	pca	6	pbmc_gene_expression_pca+plasma_ab_titer_pca+plasma_cytokine_concentration_by_legendplex_pca+t_cell_activation_pca+metadata+baseline
task_41	lasso	0.597	0.055	0.558	0.558	0.636	pca	6	pbmc_gene_expression_pca+plasma_ab_titer_pca+plasma_cytokine_concentration_by_legendplex_pca+t_cell_activation_pca+metadata+baseline
task_41	rf	0.045	0.149	-0.061	0.15	-0.061	pca	6	pbmc_gene_expression_pca+plasma_ab_titer_pca+plasma_cytokine_concentration_by_legendplex_pca+t_cell_activation_pca+metadata+baseline
task_41	elnet	0.57	0.017	0.558	0.558	0.582	pca	7	pbmc_gene_expression_pca+plasma_ab_titer_pca+plasma_cytokine_concentration_by_legendplex_pca+t_cell_activation_pca+t_cell_polarization_pca+metadata+baseline
task_41	lasso	0.597	0.055	0.558	0.558	0.636	pca	7	pbmc_gene_expression_pca+plasma_ab_titer_pca+plasma_cytokine_concentration_by_legendplex_pca+t_cell_activation_pca+t_cell_polarization_pca+metadata+baseline
task_41	rf	0.046	0.096	-0.021	0.114	-0.021	pca	7	pbmc_gene_expression_pca+plasma_ab_titer_pca+plasma_cytokine_concentration_by_legendplex_pca+t_cell_activation_pca+t_cell_polarization_pca+metadata+baseline
task_41	elnet	0.571	0.02	0.558	0.558	0.585	pca	6	pbmc_gene_expression_pca+plasma_ab_titer_pca+plasma_cytokine_concentration_by_legendplex_pca+t_cell_polarization_pca+metadata+baseline
task_41	lasso	0.585	0.038	0.558	0.558	0.612	pca	6	pbmc_gene_expression_pca+plasma_ab_titer_pca+plasma_cytokine_concentration_by_legendplex_pca+t_cell_polarization_pca+metadata+baseline
task_41	rf	0.215	0.025	0.197	0.197	0.232	pca	6	pbmc_gene_expression_pca+plasma_ab_titer_pca+plasma_cytokine_concentration_by_legendplex_pca+t_cell_polarization_pca+metadata+baseline
task_41	elnet	0.57	0.03	0.548	0.548	0.591	pca	5	pbmc_gene_expression_pca+plasma_ab_titer_pca+plasma_cytokine_concentration_by_olink_pca+metadata+baseline
task_41	lasso	0.523	0.036	0.497	0.548	0.497	pca	5	pbmc_gene_expression_pca+plasma_ab_titer_pca+plasma_cytokine_concentration_by_olink_pca+metadata+baseline
task_41	rf	0.143	0.161	0.029	0.256	0.029	pca	5	pbmc_gene_expression_pca+plasma_ab_titer_pca+plasma_cytokine_concentration_by_olink_pca+metadata+baseline
task_41	elnet	0.57	0.03	0.548	0.548	0.591	pca	6	pbmc_gene_expression_pca+plasma_ab_titer_pca+plasma_cytokine_concentration_by_olink_pca+t_cell_activation_pca+metadata+baseline
task_41	lasso	0.523	0.036	0.497	0.548	0.497	pca	6	pbmc_gene_expression_pca+plasma_ab_titer_pca+plasma_cytokine_concentration_by_olink_pca+t_cell_activation_pca+metadata+baseline
task_41	rf	0.26	0.068	0.212	0.308	0.212	pca	6	pbmc_gene_expression_pca+plasma_ab_titer_pca+plasma_cytokine_concentration_by_olink_pca+t_cell_activation_pca+metadata+baseline
task_41	elnet	0.564	0.022	0.548	0.548	0.579	pca	7	pbmc_gene_expression_pca+plasma_ab_titer_pca+plasma_cytokine_concentration_by_olink_pca+t_cell_activation_pca+t_cell_polarization_pca+metadata+baseline
task_41	lasso	0.524	0.034	0.5	0.548	0.5	pca	7	pbmc_gene_expression_pca+plasma_ab_titer_pca+plasma_cytokine_concentration_by_olink_pca+t_cell_activation_pca+t_cell_polarization_pca+metadata+baseline
task_41	rf	0.02	0.032	-0.003	0.043	-0.003	pca	7	pbmc_gene_expression_pca+plasma_ab_titer_pca+plasma_cytokine_concentration_by_olink_pca+t_cell_activation_pca+t_cell_polarization_pca+metadata+baseline
task_41	elnet	0.564	0.022	0.548	0.548	0.579	pca	6	pbmc_gene_expression_pca+plasma_ab_titer_pca+plasma_cytokine_concentration_by_olink_pca+t_cell_polarization_pca+metadata+baseline
task_41	lasso	0.524	0.034	0.5	0.548	0.5	pca	6	pbmc_gene_expression_pca+plasma_ab_titer_pca+plasma_cytokine_concentration_by_olink_pca+t_cell_polarization_pca+metadata+baseline
task_41	rf	0.18	0.097	0.112	0.248	0.112	pca	6	pbmc_gene_expression_pca+plasma_ab_titer_pca+plasma_cytokine_concentration_by_olink_pca+t_cell_polarization_pca+metadata+baseline
task_41	elnet	0.57	0.03	0.548	0.548	0.591	pca	5	pbmc_gene_expression_pca+plasma_ab_titer_pca+t_cell_activation_pca+metadata+baseline
task_41	lasso	0.523	0.036	0.497	0.548	0.497	pca	5	pbmc_gene_expression_pca+plasma_ab_titer_pca+t_cell_activation_pca+metadata+baseline
task_41	rf	0.106	0.154	-0.003	0.216	-0.003	pca	5	pbmc_gene_expression_pca+plasma_ab_titer_pca+t_cell_activation_pca+metadata+baseline
task_41	elnet	0.531	0.024	0.515	0.548	0.515	pca	6	pbmc_gene_expression_pca+plasma_ab_titer_pca+t_cell_activation_pca+t_cell_polarization_pca+metadata+baseline
task_41	lasso	0.543	0.007	0.538	0.548	0.538	pca	6	pbmc_gene_expression_pca+plasma_ab_titer_pca+t_cell_activation_pca+t_cell_polarization_pca+metadata+baseline
task_41	rf	0.023	0.203	-0.121	0.167	-0.121	pca	6	pbmc_gene_expression_pca+plasma_ab_titer_pca+t_cell_activation_pca+t_cell_polarization_pca+metadata+baseline
task_41	elnet	0.523	0.012	0.515	0.532	0.515	pca	5	pbmc_gene_expression_pca+plasma_ab_titer_pca+t_cell_polarization_pca+metadata+baseline
task_41	lasso	0.543	0.007	0.538	0.548	0.538	pca	5	pbmc_gene_expression_pca+plasma_ab_titer_pca+t_cell_polarization_pca+metadata+baseline
task_41	rf	0.048	0.131	-0.044	0.141	-0.044	pca	5	pbmc_gene_expression_pca+plasma_ab_titer_pca+t_cell_polarization_pca+metadata+baseline
task_41	elnet	0.565	0.004	0.562	0.562	0.568	pca	4	pbmc_gene_expression_pca+plasma_cytokine_concentration_by_legendplex_pca+metadata+baseline
task_41	lasso	0.598	0.086	0.537	0.537	0.659	pca	4	pbmc_gene_expression_pca+plasma_cytokine_concentration_by_legendplex_pca+metadata+baseline
